sentence	label
@ vivekagnihotri Libraandus ko aapne open space de diya ...... Saale gandagi phaiilaayenge ..... 	negative
RT @ moizahmed565 Kbhi khaamoshi bhi boht kuch keh jati h tarpane ke liye yaad reh jati hai kia farq parhta hai Capstan ho ya Gold Leaf j … 	negative
@ MediaCellPPP @ BBhuttoZardari Es sahiba ko kabi apnay baap nay serious nahi leya or yeh chali fouj ko dehmki denay … https//t.co/AUymkEyFNU	negative
@ DrAyeshaSpeaks Aur punjabi hone k naate apko bhi india phaink daina chahye jahan ki aap aur apke buzurg paidawar h … https//tco/0fcfrLJ1Cg	negative
@ SAMBIT _ PATRAg @ yadavakhilesh @ dimpleyadav Patra Ji sab Yadav ko mt jodna OK ye Yadav the but ab ni h ab molana mulaym hogay to samjlo 	negative
@ AcharyaPramodk Kashmir mein jub bad ayi ... indian army ne hi unhe bachaya tha ... unhone ye nahi socha ki ye log unhe … https//t.co/e9OOiyZ6E8	negative
@ akashbanerjee Ab agar sarkar rojgar nahi degi to aam public to pariwar palne ke liye kuch karega hi .. or kon se niy … https//t.co/NWSs7xekI7	negative
Javed Akhtar Modi ke follower bahut uccha sreni ke hain tere jaise chutiye par dhyan nahi dete hain warna tu bol na … https//t.co/WFJAEPpZY6	negative
Apna to dur raha Ab me paraya bhi na raha . Haskr to kya mile Dekhr kr muh fer le ab us kabil bhi na raha . Esa t … https//t.co/2EW0lpACHa	negative
@ pvyas2255 @ imPakistaniLAD Ghanta 😂😂😂 jyada Gyan mat pelo Bhai Dhoti kurta Kya African continent pehenti hai 😂😂😂 	negative
Zameen Congress ne dilaayi Makaan Congress ne banvaya lekin vote toilet ke naam pe pade hain kyuki lehar … https//tco/RngQkCrTFt	negative
@ PakistaniMN @ FarhanKVirk @ iqrarulhassan @ fawadchaudhry Logon ka masla b media ka hi banaya hoa ha media khud chand … https//t.co/QV60IlYsPT	negative
@ safiranand Afwa bajaar .. Aisi afwa kotak bank ke liye bhi udi thi .. World ka best investor koi company me invest k … https//t.co/5Olcgw0rUe	negative
@ sharique2u @ RidziSpeaks _ Oye isme lynching ki bat kha s AA gayi tum jase log hi bhadkate ho bhole bhale musalman k … https//t.co/S2jsyrEEZI	negative
@ GdBakshiJe Mt kr jyada bk bk ydi bhart srkar hm Yuvao ko 12 hour de de to pura Pakistan hmare kdmo hoga Abki bar m … https//t.co/ywSVquJ6tJ	negative
@ bprerna Jai shree ram .... Ja desh chhod kar chali ja abhi ke abhi .. if you can't live in India without disrespecti … https//t.co/CxUTivDAQs	negative
RT @ SinghJoginder9 @ narendramodi aapne Jo sakem Chalo ki thi kisano ko 2000 rupees milege Voh rupees abi Tak hamare account me nahi aye … 	negative
Shame on # bilawalBhutto He has proven to the world He is an Eunuch Khusra Jis main itni bhi mardangi nahi k apn … https//t.co/L4LeMFgMr8	negative
@ NwisdomWit Bhai koi tuje hindi sikne ko nahi bol raha hai our India tere jase logo k taxs se nahi indian logo ki w … https//t.co/rgjrBNXozY	negative
@ MazharAbbasGEO @ Muhammad5402 Media ko pansi lagana chayote . lanat hay jhotay media per . bikao sahafi bikao media 	negative
din iftaar k intezaar may guzar jata hay or raat unky intezaar may 💔💔 my life in a nutshell 	negative
@ KarunaGopal1 App Pakode bechne wallon m se ho Kya ?? Ye jobless nae h ... Ye Jo KR rahe hain .. ye he Inka job h .. 	negative
@ KDPatelboss Tum jaise chutiya log hi ye video share karenge ye Delhi mein Sangam vihar ka hai aur uski maa ne mar … https//tco/04zzFowLUW	negative
@ irctc maintenance head Fuck you madarchod Chutiya madarchod Chutiya website Randi ka bacha Teri gand me meri tatkal ki waiting list 	negative
RT @ leeleeb50 I don't giving a flying fuck if you are the POTUS or a janitor NO ONE SHOULD BE ABOVE THE FUCKING LAW ! It is a policy not … 	negative
@ SinghRitesh09 Bada na 2015 me Khud ke bal pe jeete thee ya RJD ke support pe ?? Rjd wale ek baar hutiya bann gaye … https//t.co/dZbpnjpn1Z	negative
@ KhSaad _ Rafique Oy kuttey ke bachay Jo qarzay us ne wapis kiyey Hain terey harami baap ne lieye the Aur Jo sood pay … https//t.co/hHzgYet2jN	negative
@ timesofindia Liberals Modi is scaring every Muslim in world . Darr ka mahaul hai puri duniya me . 	negative
@ Officially _ 007 @ 0ye _ na _ kr Lekin sath sahi bndy ko bhi pakar ky troll lr dety ye sab mny jb kia na to hosh thinkany … https//t.co/tJfY46ibF8	negative
@ mudazir Ghalti kis ki hai hukumat aur foj ki Media roz propaganda kare koi control karne wala nahi Sirf punjabi … https//tco/6NakCWDY5E	negative
@ PTIAJK _ Official Lota kuch b kr ly uska muqadar bathroom he ha 	negative
RT @ peterdavies211 @ philbo62 @ kath21 _ field But then ' fat boy ' Bolton is a certified frothing Remainer so no change there ! Oh ! You meant th … 	negative
@ ashokgehlot51 Sir mera Tara's farmer chory ho gaya jisko 6 days ho gay kisi ne ripot tak nhi likhi h animal's ko w … https//t.co/WNhlSPt5Kt	negative
ISB / Awam Hushyar Hojae Ogra Nay Petrol Aur Desel Ki Tamam Masnoat Ke Qemat 10 Rupy Zaed Kerny Ki Samrri Hakomat Ko Arsaal Kerdi . 	negative
@ madhukishwar @ KripaBanka @ asadowaisi @ asadowaisi ghtiya insan ab muuh kholo ki ye hindutva hai ? Saale ( tum ) jaise … https//t.co/dI99HL9qsx	negative
@ RKsTwitty @ PrashantRKF @ Best _ of _ mine Rahne de ... Wo sad ho gayi Jan ke ki kisi ko uska id pata hai . Photo toh dur ki baat hai 😂 	negative
@_ syedaqeel @ SabeenGeopol Military is nothing chokidar ko itni ahmiat nai Deni chaie it's not even the pillar of st … https//t.co/iATJalzOvc	negative
Agar RSS walay yeh samajhte hy Ki marne aur maarne SE masail Hal hojayengay to yeh 21Wi sadi Ki sabse bada mazaaq h … https//tco/004zmacDgB	negative
RT @ Patrici10041368 @ realDonaldTrump You dont DO NOTHIG to spot consuming drugs ! Not either chance laws for migration ! Worst man for you … 	negative
Kyu BJP k piche lattu ki tarah ghum rahe hain @ Shehzad _ Ind har waqt BJP walo ko khush karne k liye aise tweets ka … https//t.co/bl21vtA7OW	negative
@ mahan _ saria Isko stoned to death punishment dene k liye 4 male witness bhi chahiye .... yeh nahi bataya jehadi @ zainabsikander ne 	negative
@ Kushal87831871 @ Abhishek _ Mshra @ bprerna Ye Hindu Muslim ka agenda tere aatanki sangathan RSS ne chalaya hai Gandu … https//t.co/MEDzKRDx9W	negative
@ INCMP Sir apki sarkar ko logo ke health ki chinta hoti to aise ayush doctors ko alg kar ke nhi rakhte Kyoki ek ay … https//tco/rHpwVYNxDB	negative
@ PMOIndia Modi ji Desh Ke corrupt officer on ko hatao Desh Khud BA Khud Sudhar Jayega aap ke pm house Mein Baithe … https//tco/G4Q0oRVaFf	negative
@ Ravikan85627392 @ bsesdelhi Koi faida nahi bhaiya yeh chutiye automated message hi bhejte rahenge . 	negative
@ gelostt Or larkiyo ko boyfriend papa ki car chalane wala papa k paise pe jeene wala or husband apne car wala apne … https//t.co/9PovQsJ4ax	negative
@ HMOIndia ye kar rahe hai aapke neta gharo me kahe ke grah mantri hai inko laat mar ke jail me daliye aor r … https//t.co/gYG84rWbWs	negative
@ Munnipti @ Sumeramushtaq19 youthio jhoot ki had hoti hai .. Dharnon mein nach nach kar tumhara zehni tawazun kharab … https//t.co/ICw0qVibRC	negative
@ RahulGandhi Drama company band Kar action may as . Modi filhal Khud ko national father samajh k pura aanand may hai … https//t.co/QMqPk5deOl	negative
@ mayanks78525372 @ thewirehindi Tabhi to vah badnam ... Sale hindu dharm ka compare mt kro .. Kattar logo se hindu sha … https//t.co/fJdlIWx9PY	negative
Chutiye Bohot bade chutiya Wo jo comments me likhte hai Kon kon hai jo comments section me ans dekhne aaya hai 	negative
@ ZeeNewsHindi Ab kya hua akhtar aur shabana desh chodne wale the irada badal diye kya ?? Koi desh apnayega nahi pat … https//tco/4UF0wturgV	negative
@ Kanchan13211809 @ saleem _ mohad Sarkari pump par tel dalwane wale mahenge saste ki baat karte hue ache nhi lagte 🙏🏻 har har modi 	negative
@ ekcupcoffee1 @ Grlwithdimples @ kashmiri _ kurii @ coolankurspn @ Squirrel _ Soul @ NaveedRehmanr @ brajrajgoya Abey ye bc m … https//t.co/5zuN2Eqxp9	negative
Kya ghanta rite . You selfish man you spoiled your son's life . He's become a sadhu and dedicating his life for Allah … https//t.co/TBZE6TzLci	negative
RT @ todays1dhistory No one asked but I literally CANNOT recommend Ek Ladki Ko Dekha Toh Aisa Laga on Netflix enough - 1st Bollywood film w … 	negative
@ smitaprakash Beta ne baap ka name or kharab kar diyalog bolenge ki baap ne kch sikhaya hi nhi hai 🙏🏻🙏🏻🇮🇳🇮🇳 	negative
RT @ DGKrishna4 @ ManishK01921985 @ ModiWinner 65years inke treatment ke layek koi aaaaaaahospital tak nahi banwaya inke aapno ne . Aur kahate … 	negative
@ Iamfaisee @ drque71 Tum 1963 se le ker aaj takk ye raaz apni G main chuppa k kaon bethay thaay ? Teri aaj hi kabz k … https//t.co/1CHVia7TPi	negative
@ RubikaLiyaquat You efficiency of anchoring a program is continuously deteriorating . Ab to dekhne ki himmat hi nahi … https//t.co/wmgtryQ25G	negative
RT @ TanweerAbdullah Examination Hall mai khud apni seat dhoond nahi patay Ye bachi dhoondengay ! 	negative
@ cmohry Sant rampal ke Andhbhakt sleeper cells ki tarah hai aisse pakhandi Andhbhakktonn ka illaj kariye jo pakhand … https//t.co/70CSAlmCnn	negative
# UPPolice 3saal ki bachhi ke rape case police ne ni ki kariye vhai baghpat police ne ki case m paiseo ki haira fari … https//t.co/dWSdJ0Ec77	negative
@ CHANDRA61145574 @ buzzlightyeardo @ moronhumor @ veeraa1410 @ TarekFatah Bc pakistan me bap apne chote bacho ko seat p … https//t.co/16ld5KRfIK	negative
@ IamShayanEhsan @ FarhanKVirk I'd rather not argue with a stupid . Khabara khatma . Lagya usa zan sara dimagh ba na shaat kay 	negative
@ sardanarohit Congress aaj big zero hai Koi congress ko pasand nahi karta Koi bite bhi nahi karta Uski baat ka kis … https//tco/E3O1rm3Uej	negative
@ NitishKumar SirI went to my village last month & there is no sign of this yojana . Many illegal water pumpwho sell … https//t.co/tIfVtjqS6v	negative
@ RaviSin32483240 @ aajtak @ sardanarohit Beta Burnol laga Debate to sale inke bhee chalega 	negative
@ OMILOVEMYINDIA1 @ Maqboozaa Beta 1990s mt bhul ja . Apne Kashmir ke gadhar hindu ko yad kr smj ayega . 	negative
RT @ cybersh0tz Ab kya sari garmion ma ye weather ss wali tweets dekhte rhain ge kya BC ! 	negative
@ Dk _ Altaf @ TariqRana _ G _ 55 @ BJP4India @ RahulGandhi @ Aftabnuh @ DeependerSHooda @ MehtabAhmedCong Sale tum log ke wajah … https//t.co/XEmCkof91D	negative
@ AsifHanifAbbas1 @ Iqras34 @ frk1 @ ArmeenaRK @ TarekFatah Chinese lag rha Aajkal jyada bhik nhi de rhe 	negative
@ Bhagi _ Rp @ sahiljoshii @ madhuchak Not Rahul Gandhi but Pakka Congressis like this woman have ruined Congress and it … https//t.co/hkoWRUZrE7	negative
@ ImFauji @ Tekhi _ Mirchi Abay bhosdike Chutiye nikal idr se daali ke bachay Ghasti ke salay .. Lele ye Tweet Ja ise rt … https//t.co/h3eEr8ViJK	negative
@ itz _ faiz @ PCsTinkerbell Aukat to itni hai uski ki woh tera lallu Ki gaand mar kar chali gayi . Aur tu bhokta rehja . Chal hat ja ab yaha se 	negative
@ roflvoice beimani se chunav aayog aapna aastitv samapt kar liaya 2019ke chunav me loktantr ki hatya bjp ne chunav … https//t.co/OSc91KeB61	negative
@ ndtvvideos Aap BJP se nahi lad rahe the @ RahulGandhi ap pure desh k sath lad rhe thesainiko ko nicha dikhakar jo … https//t.co/XIpWrXUMmz	negative
ab aise dhongi baba ke paas havan karaoge to yahi parinam milega . Kahi kisi ko ye dikh jay to samj lena wo bhoot ba … https//t.co/6Ft6vbv8Yl	negative
@ baati _ chokha Restaurants kholne ka mtlb koi sense of responsibility ni haikharab khana dete hai customers ko 	negative
@ AMISHDEVGAN EVM WALI LAHAR HAIN KYA YA ASLI WALI BTA DO CHAPLUS PATRKAR JALDI REPLY TO KAR DIYA KARO YA GALI KHANE … https//tco/Dk2VzLCk1t	negative
@ bsindia Ave gadho GDP slow nahi hue h desh bahut tezi se age bad rha h to GDP piche rah gyi h tum bhi nhi smjhoge … https//t.co/9cTl5QhxPF	negative
Thougts on Manga Kamen ? — Hmmmm bad Very bad https//t.co/bMxWxcCNgs	negative
@ Nikhil61103321 @ subodhbhave Tyani kachara mhanun ... aapan kachara hot nahi ...... don't feel bad ... u was wrong ... u … https//t.co/3cJ1GeWhR2	negative
Blackdrug ko bol km s km engaged ldko ko tho chor d 😆 — I don't even know who this person is why the fuck would I te … https//t.co/vC1v1ujMpf	negative
@ imMAK02 @ nishantchat Jab tak @ nishantchat jaise Chatukhor ko Gaali na pade ; ye kutte Sudharte nahi . Bhai plz delet … https//t.co/NCI2DzcdqY	negative
@ Matiullahjan919 @ YouTube Ye sb topi drama he awam ko ullu bananey k liye PTI ki govt me sarey wohi puraney chor mo … https//t.co/yLTL5cNAsG	negative
@ RahulGandhi Yes i imagined that with 52 u can set up potato factory you & ur family ruined this country with all … https//t.co/gK562rNpDN	negative
RT @ HizbullahAhme8 Ye To Looot A . s k Qaom sy bi Gai guzry Hain .. Dekh lain Aik Youthiya Ki Harkat Apni Bivi bi Pesh kr dia IK k agy .. Haram … 	negative
Aise ladegi Congress Sangh aur BJP se .... Haar ka sabse bada reason soft hindutva hai .. @ RahulGandhi … https//t.co/OacKMWUN4h	negative
#कबीर_साहेब_प्राकट्य Sarb brahmando ka rachan harKAL ( Brahm ) ki tarah dhokha n dene wala Kavirdev arthat Kabir Pra … https//t.co/F9HlxhbX9B	negative
@ aajtak @ yadavdimples Aaj Tak to waise bhi bika hua hai Dhang ki news tumhe dikhani nahi hai # DalalMedia ke sartaj … https//t.co/Cmfh04rgMo	negative
Ye lagta hi najaiz h .. nikalo is kuty ko pak sar zaim se .. jis k munh ma jo ata h bhonk dayta h .. waja ? Koi nai … https//t.co/JerIdknMj3	negative
@ CarryMinati Pochinki mein loot Wala part 😂😂😂😂😂 Raju Teri maa ki ch **😂😂😂😂😂 the best video ever 😂😂😂😂😂😂😂😂😂😂😂 @ CarryMinati 	negative
# MamataFrustrated Mamata jee you have no respect for Jaya Jaya Ram people have lost faith in you as a Person bearin … https//t.co/RkkFgbzlos	negative
@ AqsaaaaaaJ Jatna in Muleyo ne Islam ko nuqsan ponchya he aur kese ne nahi In muleyo ki jahalat se hr saal lako m … https//tco/uEgxmmJqyU	negative
@_ YogendraYadav Y bc kitna chutiya samjhta hai baki ki @ Fatichar _ ji ka farzi account hai ... isi ke kisi gndu ka .... o … https//t.co/7xK6Ljc2hy	negative
RT @ Mehraj _ ali _ k @ humamalik76 @ ZakirKhan012 @ ImranKhanPTI Present jo hai aapki deklo shameless beggars ... India is fastest growing major … 	negative
@ Modi _ bs @ ashoswai Bangladeshi separatists aur urbani naxali ko saar pe uthake naacho idiot 🤷... Blind modi hater 👈👎 	negative
@ ashutosh83B Congress ko chor ka nara lagane ki khuch to saza ishwar dainge hi Janta ka jawab hi de pa rahe hain y … https//tco/ljCZK5IUX3	negative
In pro-indian hazraat ka Bughazzay Pak fauj daikh lay . khawaheshaat key lambee list may aik dafa bhi yeh nahi likha … https//t.co/8Rd8d2jrnW	negative
Raul khan ki umra to 49 yrs hi hai Aur desh 1947 me hi azaad ho gaya thhaa Fir is ghonchu ko british raaj kaise yaa … https//t.co/yVHJWtiOu4	negative
@ Habib _ Hasan _ @ sonamJain001 Fucking news i saw 😂😂😂😂😂😂😂 ab ye kya chutiyaap hai .. 	negative
@ SujitSi57028400 @ yadavanil1991 Lagegi hi saalo 10 year tum logo ne ushe bander bana k rakhkha ab vo bhee samajh gaya hai 	negative
@ RanaAyyub Dekho is Guthka Aunty Ko ! Ye kabhi nhi batayegi ki ek Baar isne Amit Shah files banake bohot farjiwada k … https//t.co/wECdZgdlEO	negative
CM yogi ki kanun vyavstha bhrast ho gyi hai Bjp ke sare neta bhrast hai choro ki shasn hai https//t.co/W6qMNFkyvp	negative
@ swatisachdeva _ @ SanjayAzadSln Congreess ne Bulaya tha kya 2001 me Kargil ke shahido Ko .. ulta congreessi mc saale k … https//t.co/riXgtoyigL	negative
@ Karunes40537974 @ anilpra35971603 1 month se nhi sudhne wale godi media ke bhokne wale kute Kaam Se kam 1 year ke l … https//t.co/SR4BB4IMZE	negative
@ ReallySwara @ narendramodi Didi Maska mat Maro ab @ narendramodi appko Ghanta kaam denge Aur unki chinta a … https//tco/f1GIsKU2iL	negative
@ ndtv Yahi sab karo . Desh ka vikash to nahi hoga lekin tumhare jaise awsarwadi logon ka vikas jarur ho gaya . Ab to … https//t.co/mrCQuL0Aks	negative
Why do stations smell so bad bc naak k baal jal gaye 	negative
Bharat ko aazadi mili kuch neta uske baad apne aap ko hero banane lage desh ka Itihaas ke sath khilwad kiye d … https//t.co/eSAQWdy0m2	negative
@ HaniyaToor @ ImranKhanPTI @ UsmanAKBuzdar @ SHABAZGIL Is nee kangii pehni hay mard ho roo mat mardd banoo mpa ka banj … https//t.co/F6H4rzPIrt	negative
@ sardanarohit Sahi kaha Owaisi v to apni Muslim Rajneeti karte hai kabhi ye nahi bola gaay katne me rok lagao kashm … https//t.co/DcdT3Npzva	negative
Bharat Mata Ki Jai is going to be the standard answer by the BJP ministers for next 5 years 	negative
@ RailwaySeva @ drmngpsecr Janta pareshan h sir agr isme action nahi kiya gya to janta aandolan krengi railway aur parking ke naam se 	negative
Upar pankha chalta hai neeche baby so rhi hai ... 😶😶😶😶 . . Apna chutiya katwa ke social media pe randi rona ro rhi hai 🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂 	negative
@ luckymishr @ upen90 Toh tu kya Hai Saale ? Hum jisko cahte hai usko vote dete hai tera problem kya hai ? Saale Haan … https//t.co/LrTyfvsLcq	negative
Wah .... Charagh haath lag gaya kya jinn wala ...!!! Ye to aese hi hogaya ke suhaag raat pe hi begum ne bed ke niche h … https//t.co/kS5HQEzwcz	negative
@ MixedRaita Tu bahut pitega ak din be chutiye .... sale teri himmat kaise hui voters ko idiots bolne ki ..... abe ujde … https//t.co/JEJwklqa08	negative
@ URDUVOA VOA Urdu k band hgai hai resukt dekh k . Oye begairto apny kam se kam rakho tumlogo ko bohat fikar lagi pa … https//t.co/cq4wIVw4RU	negative
RT @ Frustratedladka EVMs are hacked islie hum nahi jeetenge is just a grown up version of mummi exam paper hard tha islie hum fail ho gae !… 	negative
@ TajinderBagga Parliament me pehle jaisa hangama karne ka irada ... iss baar hangama karnewale ek ek kutte ko bahar b … https//t.co/LBvJKOisrs	negative
@ itssitu Bjp ko bole ab muslim ki baat kre pta chl jaega bjp ko election me ek vote mhi deta muslim bjp ko hume ent … https//tco/CSUjcHGCVz	negative
@ sagarikaghose Ye dekho ye to Wahi bat ho gyi bachha fail ho jaye to school mat bhejo kyukni master ji bure hain w … https//tco/cjbeKROfhO	negative
@ sardesairajdeep Punishment for the slogan Chowkidhar Chor Hai The party should crush into ashes 	negative
@ Iam __ Rashmi @ spectatorindex Ji Haan bahut badhiya 👌👌👌 & log bol rahe hai unka jamana khatam what a joke 😂😂 	negative
@ vikasbha Pehli baat ye tasvir nahi video hai . Dusri baat Kam nahi zyada lagni chaiye kyuki goro ko Hindi nahi aat … https//t.co/fFTUFUiBcy	negative
@ rahimkhan @ Qazi90 Yi to kafi dirr si band hi Abi koye dosra account hi eis ka ya yahi hi ? @ rahimkhan 	negative
@ waila1no _ @ MaryamNSharif Tu chor Tera baaap chor is patwari ko haram Makkah al mukramah ka khayaal toh karna chahi … https//t.co/ddaXR4Jelo	negative
@ LambaAlka Mohtarma aap bolti ho ki bjp wale or bhakt log logo ki ijjat nahi karte par yanha to apki apni party bhi … https//t.co/GiKVxe3IV0	negative
@ shen _ asman @ DrSMFanClub Bc tujhy payr se samjha raha hn tu kuty ki trha bhonk raha inta mard hai to randi k bachy … https//t.co/A3G6UV4lfJ	negative
@ hinaparvezbutt Is Mansoor ki Kon suntaa 😂 dunya ka sb sy jhoota anchor hai itna to Indian media nhi jitna yh hai 🤣 	negative
@ AMIT _ GUJJU In ko aadat hai paki pakai huyee khane ki . Last time Anna se pakwa ke Jo roti lee .. is baar soch rahe t … https//t.co/bbBCtlSjb5	negative
@ NeerajS91722209 @ shrawan0825 @ gupta _ shreshth @ thewirehindi @ shivam _ kumarrr Modi to bhakto ka baap hain 😂😂 	negative
@ ZeeNewsHindi Muslimo ka vote hasil karne wala chamcha .. Jb v bolega bura hi bolega .. Aur bolega bjp virodhi h muslim k 	negative
@ MushirA91841522 @ RubikaLiyaquat @ MushirA91841522 wahi jo phle bolti aai h . triple talaq band karo Halala band karo … https//t.co/CaM1TW309g	negative
@ kunalbhadani @ PRajputsingh @ abhinavankit99 Bilkul correct @ kunalbhadani .... iska @ PRajputsingh level mein abhi humlog nahi hai 	negative
@ aajtak Idhar ye Dalal khud Ko No . 1 bata rah hABP news or idhar Aajtak khud Ko Lekin ek baat dono me common h k d … https//t.co/TLk75EcrFA	negative
RT @ aakash _ du @_ YogendraYadav Hahaha really ? 😂 @_ YogendraYadav First you go and win one seat in Haryana Vidhan Sabha for your so called @… 	negative
@ TahaSSiddiqui Joote per allah ki lanaant jis ne apni maaa ko mara peeta wo thane gyi us ki credibility zero # Pakistan _ Army _ Zindabad 	negative
@ kamaalrkhan Ab india bhi harega toh dil ko sukun miljayega all Asian team disqualified to reach semi final 	negative
@ tashandstar @ RedStoneProduc4 @ Malala Harami itne log paas khare hain . Lanat hai tum logon pe . Janwar ho sub ky sub . 	negative
I don't know how it feels to be loved . For you if it was love then for me it wasn't love you were just paying me … https//t.co/tnJwmtgD8z	negative
# IStandWithRahulGandhi Poora ka poora KUNBA hi NAUTANKI se bhara hua hai .. One of them he initiated with BJARAT R … https//t.co/are06Qgujn	negative
@ PrakashJavdekar ji apko sabse pahle badhai ji me eak school director hu lekin aaj mera school band ho gaya he me … https//t.co/zHndOmcJOC	negative
Gand marae bc pakistani channels unko chalane wale . Ucl final ko chor ke pak vs wi ki highlights dikha rahe hain . H … https//t.co/AXjA3dwJIl	negative
@ SanjayAzadSln Yeh chutiye netao ko kuch aata nhi agar koi kisi ko maar rha hai tu voh # bjp Ka batate hai yeh nhi k … https//t.co/LDIID0Pr76	negative
Nhi sahb wha to congress sarkar aisa to hota rahta h secular sarkar me BJP ke rajya me ho to btana https//t.co/NiHGeW0rgc	negative
I'm poor poor-ever happy kase God is with me 😇 	negative
@ ReallySwara Oye ho baby ko dard ho rha h kvi tm v public place m kr k dekhna 	negative
RT @ jiminnuts JUST SHUT THE FUCK UP https//t.co/gZoHP9RO9I	negative
@ IMinakshiJoshi Yahi to problem h maim isdesh m garibi sirf social media par tweet krke Or speech dekar khatam ki … https//t.co/RYbRSJbmdD	negative
@ zi _ gah No Not at all Ye to buhat hi Kum he us k liy kam az kam phansi aur ziada Kutty Ki mout is se kam ne ab hum … https//t.co/xO2SsMN5rW	negative
@ Nehr _ who @ MajorPoonia Chup kar sale porkies thuuuu to you 	negative
@ Haaaanbol Mjhe 7 ssal hogaye I know tooter language but waqae life is way too much complex jo sirf migraine se khrab nhin hoti 	negative
Kon kahega ki ye anchor hai Baton se to bjp ki dalal lagti hai https//tco/6bCak9cPjD	negative
Vote de diya Modi ji ko jeeta diya Aur @ AmitShah ko Grah mantri bhi bana diya Ab tera kya hoga keju … https//t.co/4Rs4cDEp9r	negative
Hey Bhagwan ab stop getting historical Jisne bhi propose kiya ho implement kiya ho bat khatam ho gayi na - let ’ s … https//tco/lTUSrUf2PI	negative
Tumko Sharm NHI ATI fake video share krne me ..... abp news Ka name kyu kharab kr rhe ho @ abpnewshindi @ vikasbha https//t.co/rsPitbTS2Z	negative
RT @ vichar _ swadeshi The 2019 election result is a verdict against people like me says Congress Sycophant Karan Thapar https//t.co/ucYDlV…	negative
YE PHAZOOL KI BAHAS CHHOR KAR DESH KA LOOTA PAISA KAB VAAPAS AAYGA US PER 5 SAAL ME KIA HUA ISS PER JANTA KO BAT … https//t.co/VQSv8gu3hU	negative
@ TimesNowHindi Ram Ka naam sunn ke to isse shock lagte hai .... Hindu bridge kya Bangaliyo to ko ullu banane ke liy … https//t.co/uDgKHvHkZM	negative
@ AmitShah EVM ghotale se sambandhit ye kitab BJP netao ne hi likhi hai unse kyu nhi puchhate https//tco/bVAEtttUys	negative
@ anuragkashyap72 @ saurabhtop Tere beti ko koi gaali diya To tu @ narendramodi ko tag karne laga Jab tu hamare scri … https//tco/tQrsT19UOs	negative
@ GhazalaHumayoun mere kaptan ne no mah me inhein zaleel kar diya hy k yeh sare chor mill bethe hain . inko bhol gay … https//t.co/78zA2z6Lye	negative
@ ShyamRotrix Abe jaa be jesus ki gan d chaat randi ki aulaad warna teri maa ko naga kark chod dunga bsdk madhr cho … https//t.co/xf1RJY5fn4	negative
@ jaavedjaaferi @ kamaalrkhan He ’ s one jealous individual with no respect in Bollywood ... kisi ko suicide karni ho to … https//t.co/a311DXnu9M	negative
@ muhammmadalim @ barai _ sarita @ Mani84937748 @ MadihaaShakil Kyu teri ammi ka halaala krwana hai tune bsdk .... ma behen … https//t.co/AILvNI4YpC	negative
@ Irshadbhatti36 TOO WAQIE BOHT BRA HARAAMI HI NAHI BUL K WALDO ZINAA KI PAIDAWAAR HAI - TERI MAAN BHI TANGG TH … https//t.co/W8oaij1jhU	negative
@ ARUNAGARWAL33 @ aapvin Abe haramjado evm hack nahi hota kabhi .. samjhe ye haramkhor isse election commission nahi m … https//t.co/NsbLNiBYDn	negative
RubikaLiyaquat app bus hindu Muslim kro chilllane ke alwa khuch attta hai ya nhi Ek thought hai dusro ko khne se phle khud ko dekho 	negative
@ BJP4India kiya hua beti bachao ke nara jo diya thaa bjp ne mla ko barkhast kiyu nahi karte ho jo janta vote deke t … https//t.co/PqjoDoTRdP	negative
RT @ BadGirlsClb Idc who you are once you start fucking with bitches I don't fuck with you become exactly that .. A bitch I don't fuck with ✍🏾 	negative
@ AshrafFem @ Uppolice Ye kaise ke musalman the jo inko roke nhiiman ki kami haiaree iman hai to zindagi haimran … https//t.co/4VdxWxR3Vf	negative
RT @ Shaikahmedsaud8 Sambha Kahan se Mila re tujhe yeh tape Suna to Zara sun lo gaun wasio Thakur ka Kamal ! @ AmitSinghdel @ Sudarsh63 … 	negative
@ AngryRonnie _ @ sonalen @ moseen __ khan @ asadowaisi I will defnetly fuck hindutva bc gandu madarxhod abuse karega bhad … https//t.co/FiM91E7nPh	negative
@ ThinkTankPmlN7 Admin tera par Lanat and all PMLN par Lanat Kanjars 	negative
@ AMISHDEVGAN @ smritiirani @ AmitShah Shame on you bjp ke akal se gadhe workers joo desh maie gunda gardey karne par … https//t.co/38Zc9SKeAD	negative
@ aajtak logon ko kam chor bana rahe hain ye log hamari mahnat ka paisa hai aise nahi udaya karte apne ghar k pai … https//t.co/yD0w70nWp1	negative
Iske bure din khatam hi nahi hota . Bechara . https//t.co/jBqcNoW7Wc	negative
RT @ kunfaaya Oye @ BJP4India . Apni website toh dhang se manage nahin kar sakte . Desh kya chalaoge ? Tumlog gobar ikattha karne ke hi laayak … 	negative
@ RubikaLiyaquat Isko zammene chayiye bus dogma hai ye kabhi akhilesh ki tareef karta hai aur kabhi rahul me pm dikh … https//t.co/hIrIgg0WnT	negative
@ RajTiwa56444261 Modi ka 600 ka wada dekh ke hi Tum log 6000 ka katora leke 56 inch bhi nahi ban paye Desh bhar me … https//t.co/PpHeOsrtZi	negative
